id,id2,group,pubauthor,pubeditor,pubeditor_type,pubdate,pubtitle,volume,pubshort,staff,publisher,pubplace,series,pp,size,isbn,issn,remark
"685","2.31.1/39","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2000","Német–magyar kisszótár. Deutsch–ungarisches Wörterbuch.",–,–,"Vezető szerk.: POMÁZI Gyöngyi. Szerk.: DÁVID Gábor Csaba, TÓTH Ákos. Nyelvi             közreműködők: DOBA Dóra, JÁSZÓ Martina","Akadémiai Kiadó","Budapest",–,"XXVI+749 pp.","14 cm.","ISBN 9630577127",–,"+függelék. 30 000 címszó."
"686","2.31.1/40","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2000","Magyar–német kisszótár. Ungarisch–deutsces Wörterbuch.",–,–,"Vezető szerk.: POMÁZI Gyöngyi. Szerk.: FÖLDES Zsuzsanna, HOVÁNYINÉ MEDVE Éva, KÁLMÁN             Judit, KIS Edina. Nyelvi közreműködők: DOBA Dóra, JÁSZÓ Martina","Akadémiai Kiadó","Budapest",–,"XXX+756 pp.","14 cm.","ISBN 9630577119",–,"+ függelék. 30 000 címszó."
"687","2.31.1/41","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","DÁVID Gábor Csaba",–,–,"2001","Német–magyar zsebszótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,"431 pp.","14 cm. Több mint 30000 címszó és jelentés, 65 000 szótári adat","ISBN 9630577623",–,–
"688","2.31.1/42","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","POMÁZI Gyöngyi",–,–,"2001","Magyar–német zsebszótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,"464 pp.","14 cm. Több mint 30 000 címszó és jelentés, 65 000 szótári adat","ISBN 9630577631",–,–
"689","2.31.1/43","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HESSKY Regina",–,–,"2002","Magyar–német kéziszótár. Ungarisch–deutsches Handwörterbuch.",–,–,"Szerk.: BERNÁTH Csilla, IKER Bertalan, KISS Mónika, LÁSZLÓ Sarolta, STOCKBAUER             Csilla. Lektorok: ZÁDOR Éva, Thomas ZÖBELIN, Jeanette FERENCZI. Munkatársak: KRISTON             Renáta, BOLLA Eszter, DŐTSCH Judit, ÉRDI Gabriella, PÉCSI Edit, TÉGLÁSY Sándor",–,–,–,"XV+1211 pp.","20 cm. 40 000 címszó, 70 000 példa","ISBN 9631922006",–,"Nemzeti Tankönyvkiadó / Grimm Kiadó."
"690","2.31.1/44","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd",–,–,"é.n.","Magyar–német kéziszótár. Első kiadás a Nesztor Kiadónál. Ungarisch–deutsches             Handwörterbuch. Erste Ausgabe bei Nesztor Verlag.",–,–,–,"Nesztor Kiadó","s",–,"1063 pp.",–,"ISBN 963752374X",–,"l."
"691","2.31.1/45","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2002, vtlan leny. 2002/2","Német–magyar szótár. Deutsch–ungarisches Wörterbuch.",–,–,"Vezető szerk.: POMÁZI Gyöngyi, THIMAR Márta. Kötetszerk.: TÓTH Ákos. Szerk.: DOBA             Dóra, FOLYAMI Krisztina, KÁLMÁN Judit. Nyelvi közreműködők: DÁVID Gábor Csaba, KÁRÁSZ             Bernadett, HETESY Bálint, VÉNUSZ Edina","Akadémiai Kidó","Budapest",–,"LII+967 pp.","24 cm. 60 000 címszó","ISBN 9630578808",–,"2002/2/-ben címváltozás: Német–magyar kéziszótár. Deutsch–ungarisches             Handwörterbuch."
"692","2.31.1/46","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2002, vtlan leny. 2002/2","Magyar–német szótár. Ungarisch–deutsches Wörterbuch.",–,–,"Vezető szerk.: CSÁBI Szilvia, POMÁZI Gyöngyi. Kötetszerk.: FÖLDES Zsuzsanna. Szerk.:             CZEGLÉDI Anita, DOBA Dóra, DÖMÖK Szilvia, FOLYAMI Krisztina, JÁKÓ Mónika, KÁLMÁN Judit,             KIS Edina, MEDVE Éva, RITZ Szilvia, SZASZOVSZKY József, ZÁDOR Éva, ZAGYVAI Márta.             Lektor: SZMODITS Anikó. Nyelvi közreműködők: BASÁNÉ TEVELI Ágnia, KÁRÁSZ             Bernadett","Akadémiai Kiadó","Budapest",–,"XLIV+819 pp.","24 cm. 60 000 címszó","ISBN 963057827",–,"2002/2/-ben címváltozás: Magyar–német kéziszótár. Ungarisch–deutsches             Handwörterbuch."
"693","2.31.1/47","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HÉRA István",–,–,"é.n. Előszó: 2004","Német–magyar szótár. Handwörterbuch Deutsch",–,–,–,–,–,–,"1365 pp.","20 cm. 80 000 címszó",–,–,"– Ungarisch. Aquila Kiadó. SzóTér könyvek. Budapest."
"694","2.31.1/48","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","POMÁZI Gyöngyi & DÁVID Gábor Csaba",–,–,"2004/2","Magyar-német, németmagyar zsebszótár. Ungarisch-deutsches, Deutsch-ungarisches             Taschen Wörterbuch.",–,–,"Lektor: UZONYI Pál","Akadémiai Kiadó","Budapest",–,"850 pp.","Több mint 60 000 címszó és jelentése","ISBN 9630581396",–,"A Német-magyar zsebszótár első kiadása 2001-ben jelent meg, l. a 2.31.1(41)             tételt."
"695","2.31.1/49","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál","főszerk","2002, vtlan lenyom. 2004","Német-magyar szótár. Deutsch-Ungarisches Wörterbuch.",–,–,"Vezető szerk.: POMÁZI Gyöngyi, THIMAR Márta. Kötetszerk.: TÓTH Ákos. Szerk.: DOBA             Dóra, FOLYAMI Krisztina, KÁLMÁN Judit. Nyelvi közreműködők: DÁVID Gábor Csaba, KÁRÁSZ             Bernadett, HETESY Bálint, VÉNUSZ Edina","Akadémiai Kiadó","Budapest",–,–,–,"ISBN 9630578735",–,–
"696","2.31.1/50","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál főszerk.",–,–,"2002, vtlan lenyom. 2004","Magyar-német szótár CD-vel.",–,–,"Vezető szerk.: CSÁBI Szilvia, POMÁZI Gyöngyi. Kötetszerk.: FÖLDES Zsuzsanna","Akadémiai Kiadó","Budapest",–,"864 pp.","24 cm.","ISBN 9630578727",–,"l. bővebben a 2.31.1(46) tételt."
"697","2.31.1/51","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál","főszerk","1998, vtlan utánnyom. 2004","Magyar-német nagyszótár CD-vel.",–,–,"Projektvez. szerk.: POMÁZI Gyöngyi","Akadémiai Kiadó","Budapest",–,"1637 pp.","28 cm.","ISBN 9630575132",–,"XLVII+ l. bővebben a 2.31.1(34) tételt."
"698","2.31.1/52","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál","főszerk","2002, 2002/2/, vtlan utánnyom. 2005","Magyar-német kéziszótár CD-vel. UngarischDeutsches Handwörterbuch.",–,–,"Vezető szerk.: CSÁBI Szilvia, POMÁZI Gyöngyi","Akadémiai Kiadó","Budapest",–,"XLIV+819 pp.","24 cm. 60 000 címszó","ISBN 9630578794",–,"l. bővebben a 2.31.1(46) tételt."
"699","2.31.1/53","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HESSKY Regina","főszerk","2005","Magyar-német kéziszótár.",–,–,"Munkatársak: BOLLA Eszter, DŐTSCH Judit, ÉRDI Gabriella, KRISTON Renáta, PÉCSI Edit,             TÉGLÁSY Sándor","Grimm Könyvkiadó","Szeged",–,"1220 pp.","40000 címszó","ISBN 9639087971",–,–
"700","2.31.1/54","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HESSKY Regina","főszerk","20052009/4/ jav., bőv.","Német-magyar kéziszótár.",–,–,"Munkatársak: GYÁFRÁS Edit, HOLLÓS Zita, KISS Mónika, MÉHES Márton, STOCKBAUER Csilla,             V. RADA Roberta, ZRÍNYI Andrea","Grimm Könyvkiadó","Szeged",–,"1502 pp.","40 000 címszó","ISBN 9639087963",–,"a 4. kiad. 1512 pp. , ISBN 9789637460791."
"701","2.31.1/55","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál","főszerk","2002, 2002/2/, vtlan utánnyom. 2006","Német-magyar kéziszótár CD-vel.",–,–,"Vezető szerk.: POMÁZI Gyöngyi, THIMAR Márta. Kötetszerk.: TÓTH Ákos. Szerk.: DOBA             Dóra, FOLYAMI Krisztina, KÁLMÁN Judit","Akadémiai Kiadó","Budapest",–,"1020 pp.","24 cm.","ISBN 9630578808",–,–
"702","2.31.1/56","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál","főszerk","2000, 2006/2","Magyar-német kisszótár CD-vel. Ungarisch-Deutsches Kleinwörterbuch.",–,–,"Vezető szerk.: POMÁZI Gyöngyi. Szerk.: FÖLDES Zsuzsanna, HOVÁNYINÉ MEDVE Éva, KÁLMÁN             Judit, KIS Edina. Nyelvi közreműködők: DOBA Dóra, JÁSZÓ Martina","Akadémiai Kiadó","Budapest",–,"808 pp.","14 cm.","ISBN 9630584158",–,–
"703","2.31.1/57","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak",–,"KRISTON Renáta","szerk","2006","Német-magyar, Magyar-német kisszótár.",–,–,–,"Grimm Könyvkiadó","Szeged",–,"570 pp.","12 000+12 000 címszó","ISBN 9637460233",–,–
"704","2.31.1/58","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HÉRA István",–,–,"é. n. 2006?","Magyar-német szótár. Wörterbuch UngarischDeutsch.",–,–,"Hangsúly, kiejtés: Conrad DIRK. Anyaggyűjtés: CSÖRGŐ Zoltán, HÉRA József, ÜVEGES             Péter. Tanácsadó: RÉCZEY Zsolt, KOVÁCS KOWI György","Aquila Kiadó","Budapest",–,"1313 pp.",–,–,–,"+ táblázatok. 20 cm. 72 000 címszó, 140 000 ekvivalens, 50 000 példamondat. 2. kiad.             (é. n.). Nyomás: 2006. Előszó: 2004."
"705","2.31.1/59","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2009","Német–magyar nagyszótár net-tel.",–,–,–,"Akadémiai Kiadó","Budapest",–,"1916 pp.","28,5 cm. 130 000 címszó, 250 000 kifejezés","ISBN 9789630588140",–,–
"706","2.31.1/60","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2009","Német–magyar klasszikus nagyszótár net-tel.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"130 000 címszó, 250 000 kifejezés","ISBN 9789630588133",–,–
"707","2.31.1/61","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2009","Magyar–német klaszszikus nagyszótár cd-vel és net-tel.",–,–,–,"Akadémiai Kiadó","Budapest",–,"1686 pp.","28,5 cm. 130 000 címszó, 250 000 kifejezés","ISBN 9630575124",–,–
"708","2.31.1/62","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","DOBA Dóra",–,–,"2009","Német–magyar kisszótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"13,7 cm. 12 000 címszó, 65 000 szótári adat","ISBN 9789630586900",–,–
"709","2.31.1/63","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","POMÁZI Gyöngyi",–,–,"2009","Magyar–német kisszótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"13,7 cm. 12 000 címszó, 65 000 szótári adat","ISBN 9789630586894",–,–
"710","2.31.1/64","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2009","Akadémiai német–magyar szótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"19,8 cm. 30 000 címszó, 50 000 kifejezés, 150 000 szótári adat","ISBN 9789630586887",–,–
"711","2.31.1/65","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.1. Általános, köznyelvi szótárak","HALÁSZ Előd & FÖLDES Csaba & UZONYI Pál",–,–,"2009","Akadémiai magyar–német szótár.",–,–,–,"Akadémiai Kiadó","Budapest",–,–,"19,8 cm. 30 000 címszó, 50 000 kifejezés, 160 000 szótári adat","ISBN 9789630586870",–,–
"712","2.31.2.1/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.1. Tanulói, iskolai szótárak","HOLLÓS Zita",–,–,"1999, jav. és bőv.: 2001/2","Német–magyar suliszótár.",–,–,"Anyany. lekt.: Florian SOBANSKI. Illusztrációk: TÓTH Péter","Grimm Kiadó","Szeged",–,"541 pp.","Több mint 2600 címszó, további 2500 összetétel és képzett szó","ISBN 9639087343 (2001/2/)",–,–
"713","2.31.2.1/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.1. Tanulói, iskolai szótárak","HESSKY Regina & IKER Bertalan",–,–,"2005, 2008/2","Német-magyar, Magyarnémet tanulószótár.",–,–,"Munkatárs: KRISTON Renáta","Grimm Könyvkiadó","Szeged",–,"1364 pp.","25 000+25 000 címszó","ISBN 963908798X",–,"A 2. kiad. 1392 pp. -re bővült, és CD-n is elérhető."
"714","2.31.2.1/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.1. Tanulói, iskolai szótárak","HESSKY Regina & Iker Bertalan",–,–,"2007, 2008/2","Magyar–német szótár nyelvtanulóknak.",–,–,"Munkatárs: KRISTON Renáta","Grimm Könyvkiadó","Szeged",–,"1008 pp.","25 000 címszó","ISBN 9789637460425",–,–
"715","2.31.2.1/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.1. Tanulói, iskolai szótárak","HESSKY Regina & IKER Bertalan",–,–,"2007, 20082","Német–magyar szótár nyelvtanulóknak.",–,–,"Munkatárs: KRISTON Renáta","Grimm Könyvkiadó","Szeged",–,"928 pp.","25 000 címszó","ISBN 9789637460463",–,–
"716","2.31.2.2/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","HAVAS Lívia",–,–,"1961, 1963/2/, 1964/3/, 1965/4/,                 1967/5/, 1969/6","Magyar–német, német–magyar útiszótár. Ungarisch–deutsches, deutsch–ungarisches             Reisewörterbuch.",–,–,–,"Terra","Budapest",–,"264+264 pp. , +58 pp.","11 cm. Kb. 10 000 címszó részenként",–,–,"függelék."
"717","2.31.2.2/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","SKRIPECZ Sándor & RÁTZ Ottó & MAGAY Tamás & MENTLNÉ LÁNG Ilona & VÉGH Béla",–,–,"1971, 1973/2/, 1975/4/, 1977/5/,                 1979/6/, 1982/7/, 1984/8/,                 1986/9/, 1988/10/, 1989/11/,                 1990/12/, 1991/13/, 1994/14","Útiszótár Német–magyar / Magyar–német. Reisewörterbuch Deutsch–Ungarisch /             Ungarisch–Deutsch.",–,–,–,"Terra","Budapest",–,"304+288 pp.","Kb. 10 000 címszó részenként","ISBN 9632052625 (1991/13/)",–,–
"718","2.31.2.2/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","SKRIPECZ Sándor & RÁTZ Ottó & MAGAY Tamás & MENTLNÉ LÁNG Ilona & VÉGH Béla",–,–,"jav.: 1994/14","Útiszótár Magyar–német / Német–magyar. Reisewörterbuch Ungarisch–deutsch /             Deutsch–ungarisch.",–,–,"A jav. kiadást gondozta: KESZLER Ferenc","Akadémiai Kiadó","Budapest",–,"527 pp.","14 cm.","ISBN 9630564386",–,"a kötéstáblán szereplő cím: Magyar–német Német–magyar útiszótár."
"719","2.31.2.2/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak",–,–,–,"2003","PONS Last Minute Útiszótár Német. Útiszótár és nyelvkalauz. [A belső címlapon:             PONS Last Minute német útiszótár]",–,–,"Ford. és szerk.: TÓTH Ágnes",–,–,–,–,–,–,–,"LEKTOR: KÓCZIÁN Nóra. Klett Kiadó Kft., Budapest. „PONS Last Minute Útiszótárak”.             254 pp. 11 cm. 2500 címszó. ISBN 9639194778 . A PONS Traveller’s Language Guide German             alapján szerk. TÓTH Ágnes."
"720","2.31.2.2/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","MAGYARICS Péter",–,–,"2004","Útitárs. Mémet-magyar útiszótár.",–,–,"Szerk.: DÁVID Krisztina","Panemex Grafo Kiadó","Budapest",–,"135 pp.","14 cm. 3000 szó","ISBN 9639491047",–,–
"721","2.31.2.2/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","SÖVÉNYHÁZI Edit",–,–,"s.a. 2004","Kompakt útiszótár. Német.",–,–,"Lektor: TALPAINÉ KREMSER Anna","Maxim Könyvkiadó","Szeged",–,"254 pp.","12 cm. Kb. 1700 szó","ISBN 9639489050",–,"A könyv a Sprachführer – Deutsch für die Reise c. kötet alapján készült. A magyar             változatot SÖVÉNYHÁZI Edit készítette."
"722","2.31.2.2/7","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak","SCHROEDER, Günter & IKER Bertalan",–,–,"2008","Német–magyar, magyar–német turisztikai szótár.",–,–,–,"Grimm Könyvkiadó","Szeged",–,"184 pp.",–,"ISBN 96390877460692",–,–
"723","2.31.2.2/8","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.2. Útiszótárak",–,–,–,"2010","Magyar–német audio útiszótár",–,–,–,"Akadémiai Kiadó","Budapest",–,"36 pp.","600 szó és mondat","ISBN 9789630586917",–,"20 fejezet, az alapfokú német nyelvű társalgáshoz szükséges szókincs."
"724","2.31.2.3/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak","BÍRÓ Izabella & SCHLANDT Henrik",–,–,"1937","Szólások és fordulatok magyar–német gyűjteménye. Ungarische Redensarten und             Redewendungen im Spiegel der deutschen Sprache.",–,–,–,"egyetemi könyvkereskedése","Budapest",–,"653 pp.",–,–,–,"Kilián Frigyes utóda m. kir."
"725","2.31.2.3/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak","NÁDOR Gabriella",–,–,"1963, 1966/2","Germanizmusok. 5000 német szólás és kifejezés.",–,–,"Munkatárs: KESZTHELYI Ernő","Terra","Budapest",–,"292 pp.","17 cm. 5969 címszó",–,–,–
"726","2.31.2.3/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak","HESSKY Regina",–,–,"1982","Deutsch-ungarische phraseologische Sammlung.",–,–,–,"Tankönyvkiadó","Budapest",–,"283 pp.",–,–,–,"Kézirat, egyetemi jegyzet: ELTE BTK J2-1396."
"727","2.31.2.3/4","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak","ÁRMÓSNÉ EISENBARTH Magda & RÁTZ Ottó",–,–,"1983, 1985/2/, 1991/3/, 1992/4/,                 1997/5","8000 germanizmus. Német szólások és kifejezések.",–,–,–,"Terra","Budapest",–,"370 pp.","17 cm.","ISBN 9632052714 (1997/5/)",–,–
"728","2.31.2.3/5","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak","KÁRPÁTI, Paul & Katalin WESTERHAUSEN",–,–,"2001","Magyar–német szólások. Redensarten ungarisch–deutsch.",–,–,–,"Argumentum / Oberbaum","Budapest / Berlin",–,"225 pp.","24 cm. Kb. 8000 szólás","ISBN 3933314399",–,–
"729","2.31.2.3/6","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.3. Frazeológiai szótárak",–,"DOBA Dóra","szerk","2006","Német-magyar idiómaszótár. Germanizmusok.",–,–,"Vezető szerk.: KISÉRY István","Akadémiai Kiadó","Budapest",–,"700 pp.","24 cm.","ISBN 9630583607",–,–
"730","2.31.2.4/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.4. Képes szótárak",–,–,–,"1994, vtlan leny.: 1997, 1998","Oxford-Duden Képes szótár. Magyar–német.",–,–,–,–,–,–,"87 pp.","22 cm. Kb. 26 000 fogalom, 378 fekete-fehér és 6 színes ábra","ISBN 9630566613",–,"Készült az Akadémiai Kiadó szerkesztőinek közreműködésével. A magyar szóanyagot             összeállította: ÁNYOS László. A német szöveget szerk.: Dieter SOLF. Akadémiai Kiadó,             Budapest. 677+H 85+D a kötéstábla címe: Oxford–Duden magyar–német képes szótár. Az             alapmű: Bildwörterbuch , Bibliografisces Institut & F. A. Brockhaus AG, Mannheim,             1994."
"731","2.31.2.4/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.4. Képes szótárak",–,–,–,–,"Képes német szótár",–,"s.a.","Szerk.: KISS László. Grafika: REMÉNYI Béla","„tempo” Kiadó","Budapest",–,"207 pp.","24 cm. Kb. 3000 címszó","ISBN 9638624817",–,–
"732","2.31.2.5/1","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.5. Valenciaszótárak","LÁSZLÓ Sarolta & SZANYI Gyula",–,–,"1985, 1993/5","Magyar–német igei vonzatok.",–,–,"Lektorok: GÁRDONYI Sándor, JUHÁSZ János","Tankönyvkiadó","Budapest",–,"155 pp.","650 magyar ige","ISBN 9631780252",–,–
"733","2.31.2.5/2","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.5. Valenciaszótárak","LÁSZLÓ Sarolta & SZANYI Gyula",–,–,"bőv. kiad.: 1999/6","Magyar–német igei vonzatok.",–,–,"Lektorok: HESSKY Regina, KOCSÁNY Piroska. Anyany. lekt.: Szinna UNDINE","Nemzeti Tankönyvkiadó","Budapest",–,"208 pp.","3000 jelentésváltozat","ISBN 9631891747",–,–
"734","2.31.2.5/3","2. KÉTNYELVŰ SZÓTÁRAK # 2.31. NÉMET–MAGYAR, MAGYAR–NÉMET # 2.31.2. Speciális szótárak # 2.31.2.5. Valenciaszótárak","BASSOLA Péter",–,–,"2003","Német-magyar főnévi valenciaszótár. Deutschungarisches Wörterbuch zur             Substantivvalenz.",–,–,"Szerk.: BERNÁTH Csilla, †LÁSZLÓ Sarolta, TAMÁSSY BÍRÓ Magda, Jacqueline KUBCZAK             Lektorok: Gisela ZIFONUN, Wolfgang TEUBERT, FORGÁCS Tamás","Grimm Kiadó","Szeged",–,"184 pp.","24 cm.","ISBN 9639087610",–,–
